"tipo_vehiculo","anio_transferencia","mes_transferencia","provincia_transferencia","letra_provincia_transferencia","cantidad_transferencias","provincia_id"
"Automotores",2011,7,"Formosa","P",635,"34"
"Automotores",2011,7,"Jujuy","Y",1121,"38"
"Automotores",2011,7,"La Pampa","L",1939,"42"
"Automotores",2011,7,"La Rioja","F",658,"46"
"Automotores",2011,7,"Mendoza","M",9278,"50"
"Automotores",2011,7,"Misiones","N",3071,"54"
"Automotores",2011,7,"Neuquén","Q",2168,"58"
"Automotores",2011,7,"Río Negro","R",2428,"62"
"Automotores",2011,7,"Salta","A",1848,"66"
"Automotores",2011,7,"San Juan","J",2118,"70"
"Automotores",2011,7,"San Luis","D",1605,"74"
"Automotores",2011,7,"Santa Cruz","Z",1312,"78"
"Automotores",2011,7,"Santa Fe","S",15252,"82"
"Automotores",2011,7,"Santiago del Estero","G",943,"86"
"Automotores",2011,7,"Tierra del Fuego","V",882,"94"
"Automotores",2011,7,"Tucumán","T",2499,"90"
"Automotores",2011,8,"Buenos Aires","B",67677,"06"
"Automotores",2011,8,"Catamarca","K",627,"10"
"Automotores",2011,8,"Chaco","H",2375,"22"
"Automotores",2011,8,"Chubut","U",2817,"26"
"Automotores",2011,8,"Ciudad Autónoma de Bs.As.","C",17931,"02"
"Automotores",2011,8,"Córdoba","X",20264,"14"
"Automotores",2011,8,"Corrientes","W",2464,"18"
"Automotores",2011,8,"Entre Ríos","E",6592,"30"
"Automotores",2011,8,"Formosa","P",714,"34"
"Automotores",2011,8,"Jujuy","Y",1092,"38"
"Automotores",2011,8,"La Pampa","L",1978,"42"
"Automotores",2011,8,"La Rioja","F",827,"46"
"Automotores",2011,8,"Mendoza","M",10527,"50"
"Automotores",2011,8,"Misiones","N",3021,"54"
"Automotores",2011,8,"Neuquén","Q",2257,"58"
"Automotores",2011,8,"Río Negro","R",2686,"62"
"Automotores",2011,8,"Salta","A",1967,"66"
"Automotores",2011,8,"San Juan","J",2264,"70"
"Automotores",2011,8,"San Luis","D",1589,"74"
"Automotores",2011,8,"Santa Cruz","Z",1405,"78"
"Automotores",2011,8,"Santa Fe","S",16723,"82"
"Automotores",2011,8,"Santiago del Estero","G",1056,"86"
"Automotores",2011,8,"Tierra del Fuego","V",937,"94"
"Automotores",2011,8,"Tucumán","T",2552,"90"
"Automotores",2011,9,"Buenos Aires","B",67175,"06"
"Automotores",2011,9,"Catamarca","K",600,"10"
"Automotores",2011,9,"Chaco","H",2474,"22"
"Automotores",2011,9,"Chubut","U",2838,"26"
"Automotores",2011,9,"Ciudad Autónoma de Bs.As.","C",18134,"02"
"Automotores",2011,9,"Córdoba","X",19915,"14"
"Automotores",2011,9,"Corrientes","W",2506,"18"
"Automotores",2011,9,"Entre Ríos","E",6282,"30"
"Automotores",2011,9,"Formosa","P",633,"34"
"Automotores",2011,9,"Jujuy","Y",1105,"38"
"Automotores",2011,9,"La Pampa","L",2070,"42"
"Automotores",2011,9,"La Rioja","F",713,"46"
"Automotores",2011,9,"Mendoza","M",10122,"50"
"Automotores",2011,9,"Misiones","N",3030,"54"
"Automotores",2011,9,"Neuquén","Q",2206,"58"
"Automotores",2011,9,"Río Negro","R",2511,"62"
"Automotores",2011,9,"Salta","A",1665,"66"
"Automotores",2011,9,"San Juan","J",2238,"70"
"Automotores",2011,9,"San Luis","D",2043,"74"
"Automotores",2011,9,"Santa Cruz","Z",1396,"78"
"Automotores",2011,9,"Santa Fe","S",16520,"82"
"Automotores",2011,9,"Santiago del Estero","G",1001,"86"
"Automotores",2011,9,"Tierra del Fuego","V",950,"94"
"Automotores",2011,9,"Tucumán","T",2583,"90"
"Automotores",2011,10,"Buenos Aires","B",60661,"06"
"Automotores",2011,10,"Catamarca","K",576,"10"
"Automotores",2011,10,"Chaco","H",2104,"22"
"Automotores",2011,10,"Chubut","U",2596,"26"
"Automotores",2011,10,"Ciudad Autónoma de Bs.As.","C",16318,"02"
"Automotores",2011,10,"Córdoba","X",17736,"14"
"Automotores",2011,10,"Corrientes","W",2112,"18"
"Automotores",2011,10,"Entre Ríos","E",5932,"30"
"Automotores",2011,10,"Formosa","P",710,"34"
"Automotores",2011,10,"Jujuy","Y",969,"38"
"Automotores",2011,10,"La Pampa","L",1752,"42"
"Automotores",2011,10,"La Rioja","F",665,"46"
"Automotores",2011,10,"Mendoza","M",9033,"50"
"Automotores",2011,10,"Misiones","N",2624,"54"
"Automotores",2011,10,"Neuquén","Q",2099,"58"
"Automotores",2011,10,"Río Negro","R",2330,"62"
"Automotores",2011,10,"Salta","A",1801,"66"
"Automotores",2011,10,"San Juan","J",1929,"70"
"Automotores",2011,10,"San Luis","D",1728,"74"
"Automotores",2011,10,"Santa Cruz","Z",1366,"78"
"Automotores",2011,10,"Santa Fe","S",14858,"82"
"Automotores",2011,10,"Santiago del Estero","G",945,"86"
"Automotores",2011,10,"Tierra del Fuego","V",990,"94"
"Automotores",2011,10,"Tucumán","T",2355,"90"
"Automotores",2011,11,"Buenos Aires","B",61767,"06"
"Automotores",2011,11,"Catamarca","K",562,"10"
"Automotores",2011,11,"Chaco","H",2329,"22"
"Automotores",2011,11,"Chubut","U",2739,"26"
"Automotores",2011,11,"Ciudad Autónoma de Bs.As.","C",17171,"02"
"Automotores",2011,11,"Córdoba","X",17721,"14"
"Automotores",2011,11,"Corrientes","W",2289,"18"
"Automotores",2011,11,"Entre Ríos","E",5839,"30"
"Automotores",2011,11,"Formosa","P",719,"34"
"Automotores",2011,11,"Jujuy","Y",953,"38"
"Automotores",2011,11,"La Pampa","L",1708,"42"
"Automotores",2011,11,"La Rioja","F",798,"46"
"Automotores",2011,11,"Mendoza","M",8742,"50"
"Automotores",2011,11,"Misiones","N",2723,"54"
"Automotores",2011,11,"Neuquén","Q",2279,"58"
"Automotores",2011,11,"Río Negro","R",2569,"62"
"Automotores",2011,11,"Salta","A",1801,"66"
"Automotores",2011,11,"San Juan","J",2038,"70"
"Automotores",2011,11,"San Luis","D",1873,"74"
"Automotores",2011,11,"Santa Cruz","Z",1607,"78"
"Automotores",2011,11,"Santa Fe","S",14289,"82"
"Automotores",2011,11,"Santiago del Estero","G",905,"86"
"Automotores",2011,11,"Tierra del Fuego","V",1098,"94"
"Automotores",2011,11,"Tucumán","T",2550,"90"
"Automotores",2011,12,"Buenos Aires","B",58683,"06"
"Automotores",2011,12,"Catamarca","K",581,"10"
"Automotores",2011,12,"Chaco","H",2088,"22"
"Automotores",2011,12,"Chubut","U",2720,"26"
"Automotores",2011,12,"Ciudad Autónoma de Bs.As.","C",16604,"02"
"Automotores",2011,12,"Córdoba","X",16854,"14"
"Automotores",2011,12,"Corrientes","W",2196,"18"
"Automotores",2011,12,"Entre Ríos","E",5607,"30"
"Automotores",2011,12,"Formosa","P",707,"34"
"Automotores",2011,12,"Jujuy","Y",1058,"38"
"Automotores",2011,12,"La Pampa","L",1788,"42"
"Automotores",2011,12,"La Rioja","F",705,"46"
"Automotores",2011,12,"Mendoza","M",8277,"50"
"Automotores",2011,12,"Misiones","N",2528,"54"
"Automotores",2011,12,"Neuquén","Q",2110,"58"
"Automotores",2011,12,"Río Negro","R",2466,"62"
"Automotores",2011,12,"Salta","A",1809,"66"
"Automotores",2011,12,"San Juan","J",1958,"70"
"Automotores",2011,12,"San Luis","D",1629,"74"
"Automotores",2011,12,"Santa Cruz","Z",1760,"78"
"Automotores",2011,12,"Santa Fe","S",13981,"82"
"Automotores",2011,12,"Santiago del Estero","G",1004,"86"
"Automotores",2011,12,"Tierra del Fuego","V",1173,"94"
"Automotores",2011,12,"Tucumán","T",2493,"90"
"Automotores",2012,1,"Buenos Aires","B",61161,"06"
"Automotores",2012,1,"Catamarca","K",586,"10"
"Automotores",2012,1,"Chaco","H",2336,"22"
"Automotores",2012,1,"Chubut","U",2792,"26"
"Automotores",2012,1,"Ciudad Autónoma de Bs.As.","C",15932,"02"
"Automotores",2012,1,"Córdoba","X",16351,"14"
"Automotores",2012,1,"Corrientes","W",2347,"18"
"Automotores",2012,1,"Entre Ríos","E",5612,"30"
"Automotores",2012,1,"Formosa","P",670,"34"
"Automotores",2012,1,"Jujuy","Y",1328,"38"
"Automotores",2012,1,"La Pampa","L",1744,"42"
"Automotores",2012,1,"La Rioja","F",743,"46"
"Automotores",2012,1,"Mendoza","M",8347,"50"
"Automotores",2012,1,"Misiones","N",2499,"54"
"Automotores",2012,1,"Neuquén","Q",2272,"58"
"Automotores",2012,1,"Río Negro","R",2313,"62"
"Automotores",2012,1,"Salta","A",1956,"66"
"Automotores",2012,1,"San Juan","J",2132,"70"
"Automotores",2012,1,"San Luis","D",1719,"74"
"Automotores",2012,1,"Santa Cruz","Z",1687,"78"
"Automotores",2012,1,"Santa Fe","S",13329,"82"
"Automotores",2012,1,"Santiago del Estero","G",1002,"86"
"Automotores",2012,1,"Tierra del Fuego","V",931,"94"
"Automotores",2012,1,"Tucumán","T",2456,"90"
"Automotores",2012,2,"Buenos Aires","B",49167,"06"
"Automotores",2012,2,"Catamarca","K",473,"10"
"Automotores",2012,2,"Chaco","H",1844,"22"
"Automotores",2012,2,"Chubut","U",2258,"26"
"Automotores",2012,2,"Ciudad Autónoma de Bs.As.","C",12447,"02"
"Automotores",2012,2,"Córdoba","X",13858,"14"
"Automotores",2012,2,"Corrientes","W",1953,"18"
"Automotores",2012,2,"Entre Ríos","E",4577,"30"
"Automotores",2012,2,"Formosa","P",519,"34"
"Automotores",2012,2,"Jujuy","Y",1016,"38"
"Automotores",2012,2,"La Pampa","L",1631,"42"
"Automotores",2012,2,"La Rioja","F",516,"46"
"Automotores",2012,2,"Mendoza","M",7235,"50"
"Automotores",2012,2,"Misiones","N",1799,"54"
"Automotores",2012,2,"Neuquén","Q",1807,"58"
"Automotores",2012,2,"Río Negro","R",2110,"62"
"Automotores",2012,2,"Salta","A",1561,"66"
"Automotores",2012,2,"San Juan","J",1643,"70"
"Automotores",2012,2,"San Luis","D",1472,"74"
"Automotores",2012,2,"Santa Cruz","Z",1186,"78"
"Automotores",2012,2,"Santa Fe","S",10767,"82"
"Automotores",2012,2,"Santiago del Estero","G",786,"86"
"Automotores",2012,2,"Tierra del Fuego","V",628,"94"
"Automotores",2012,2,"Tucumán","T",1867,"90"
"Automotores",2012,3,"Buenos Aires","B",61070,"06"
"Automotores",2012,3,"Catamarca","K",592,"10"
"Automotores",2012,3,"Chaco","H",2089,"22"
"Automotores",2012,3,"Chubut","U",2851,"26"
"Automotores",2012,3,"Ciudad Autónoma de Bs.As.","C",15352,"02"
"Automotores",2012,3,"Córdoba","X",17924,"14"
"Automotores",2012,3,"Corrientes","W",2500,"18"
"Automotores",2012,3,"Entre Ríos","E",5944,"30"
"Automotores",2012,3,"Formosa","P",677,"34"
"Automotores",2012,3,"Jujuy","Y",1185,"38"
"Automotores",2012,3,"La Pampa","L",1949,"42"
"Automotores",2012,3,"La Rioja","F",649,"46"
"Automotores",2012,3,"Mendoza","M",9920,"50"
"Automotores",2012,3,"Misiones","N",2394,"54"
"Automotores",2012,3,"Neuquén","Q",2442,"58"
"Automotores",2012,3,"Río Negro","R",2643,"62"
"Automotores",2012,3,"Salta","A",1883,"66"
"Automotores",2012,3,"San Juan","J",2257,"70"
"Automotores",2012,3,"San Luis","D",1717,"74"
"Automotores",2012,3,"Santa Cruz","Z",1459,"78"
"Automotores",2012,3,"Santa Fe","S",13837,"82"
"Automotores",2012,3,"Santiago del Estero","G",997,"86"
"Automotores",2012,3,"Tierra del Fuego","V",925,"94"
"Automotores",2012,3,"Tucumán","T",2412,"90"
"Automotores",2012,4,"Buenos Aires","B",47352,"06"
"Automotores",2012,4,"Catamarca","K",430,"10"
"Automotores",2012,4,"Chaco","H",1698,"22"
"Automotores",2012,4,"Chubut","U",2091,"26"
"Automotores",2012,4,"Ciudad Autónoma de Bs.As.","C",12513,"02"
"Automotores",2012,4,"Córdoba","X",14054,"14"
"Automotores",2012,4,"Corrientes","W",1870,"18"
"Automotores",2012,4,"Entre Ríos","E",4636,"30"
"Automotores",2012,4,"Formosa","P",507,"34"
"Automotores",2012,4,"Jujuy","Y",941,"38"
"Automotores",2012,4,"La Pampa","L",1414,"42"
"Automotores",2012,4,"La Rioja","F",512,"46"
"Automotores",2012,4,"Mendoza","M",7612,"50"
"Automotores",2012,4,"Misiones","N",1919,"54"
"Automotores",2012,4,"Neuquén","Q",1714,"58"
"Automotores",2012,4,"Río Negro","R",2038,"62"
"Automotores",2012,4,"Salta","A",1496,"66"
"Automotores",2012,4,"San Juan","J",1661,"70"
"Automotores",2012,4,"San Luis","D",1318,"74"
"Automotores",2012,4,"Santa Cruz","Z",1132,"78"
"Automotores",2012,4,"Santa Fe","S",10596,"82"
"Automotores",2012,4,"Santiago del Estero","G",708,"86"
"Automotores",2012,4,"Tierra del Fuego","V",698,"94"
"Automotores",2012,4,"Tucumán","T",1780,"90"
"Automotores",2012,5,"Buenos Aires","B",59705,"06"
"Automotores",2012,5,"Catamarca","K",544,"10"
"Automotores",2012,5,"Chaco","H",2128,"22"
"Automotores",2012,5,"Chubut","U",2752,"26"
"Automotores",2012,5,"Ciudad Autónoma de Bs.As.","C",15480,"02"
"Automotores",2012,5,"Córdoba","X",17671,"14"
"Automotores",2012,5,"Corrientes","W",2397,"18"
"Automotores",2012,5,"Entre Ríos","E",6019,"30"
"Automotores",2012,5,"Formosa","P",607,"34"
"Automotores",2012,5,"Jujuy","Y",1166,"38"
"Automotores",2012,5,"La Pampa","L",1839,"42"
"Automotores",2012,5,"La Rioja","F",603,"46"
"Automotores",2012,5,"Mendoza","M",9850,"50"
"Automotores",2012,5,"Misiones","N",2807,"54"
"Automotores",2012,5,"Neuquén","Q",2228,"58"
"Automotores",2012,5,"Río Negro","R",2523,"62"
"Automotores",2012,5,"Salta","A",2000,"66"
"Automotores",2012,5,"San Juan","J",2135,"70"
"Automotores",2012,5,"San Luis","D",1669,"74"
"Automotores",2012,5,"Santa Cruz","Z",1271,"78"
"Automotores",2012,5,"Santa Fe","S",13794,"82"
"Automotores",2012,5,"Santiago del Estero","G",976,"86"
"Automotores",2012,5,"Tierra del Fuego","V",859,"94"
"Automotores",2012,5,"Tucumán","T",2389,"90"
"Automotores",2012,6,"Buenos Aires","B",54666,"06"
"Automotores",2012,6,"Catamarca","K",468,"10"
"Automotores",2012,6,"Chaco","H",2002,"22"
"Automotores",2012,6,"Chubut","U",2520,"26"
"Automotores",2012,6,"Ciudad Autónoma de Bs.As.","C",14372,"02"
"Automotores",2012,6,"Córdoba","X",16257,"14"
"Automotores",2012,6,"Corrientes","W",2399,"18"
"Automotores",2012,6,"Entre Ríos","E",5544,"30"
"Automotores",2012,6,"Formosa","P",576,"34"
"Automotores",2012,6,"Jujuy","Y",1007,"38"
"Automotores",2012,6,"La Pampa","L",1875,"42"
"Automotores",2012,6,"La Rioja","F",641,"46"
"Automotores",2012,6,"Mendoza","M",8889,"50"
"Automotores",2012,6,"Misiones","N",2648,"54"
"Automotores",2012,6,"Neuquén","Q",1936,"58"
"Automotores",2012,6,"Río Negro","R",2157,"62"
"Automotores",2012,6,"Salta","A",1738,"66"
"Automotores",2012,6,"San Juan","J",1842,"70"
"Automotores",2012,6,"San Luis","D",1667,"74"
"Automotores",2012,6,"Santa Cruz","Z",1189,"78"
"Automotores",2012,6,"Santa Fe","S",12560,"82"
"Automotores",2012,6,"Santiago del Estero","G",890,"86"
"Automotores",2012,6,"Tierra del Fuego","V",662,"94"
"Automotores",2012,6,"Tucumán","T",2124,"90"
"Automotores",2012,7,"Buenos Aires","B",61803,"06"
"Automotores",2012,7,"Catamarca","K",599,"10"
"Automotores",2012,7,"Chaco","H",2278,"22"
"Automotores",2012,7,"Chubut","U",2782,"26"
"Automotores",2012,7,"Ciudad Autónoma de Bs.As.","C",16551,"02"
"Automotores",2012,7,"Córdoba","X",17985,"14"
"Automotores",2012,7,"Corrientes","W",2406,"18"
"Automotores",2012,7,"Entre Ríos","E",6026,"30"
"Automotores",2012,7,"Formosa","P",685,"34"
"Automotores",2012,7,"Jujuy","Y",1253,"38"
"Automotores",2012,7,"La Pampa","L",1965,"42"
"Automotores",2012,7,"La Rioja","F",606,"46"
"Automotores",2012,7,"Mendoza","M",9354,"50"
"Automotores",2012,7,"Misiones","N",3124,"54"
"Automotores",2012,7,"Neuquén","Q",2278,"58"
"Automotores",2012,7,"Río Negro","R",2713,"62"
"Automotores",2012,7,"Salta","A",1898,"66"
"Automotores",2012,7,"San Juan","J",2368,"70"
"Automotores",2012,7,"San Luis","D",1777,"74"
"Automotores",2012,7,"Santa Cruz","Z",1334,"78"
"Automotores",2012,7,"Santa Fe","S",14831,"82"
"Automotores",2012,7,"Santiago del Estero","G",954,"86"
"Automotores",2012,7,"Tierra del Fuego","V",826,"94"
"Automotores",2012,7,"Tucumán","T",2432,"90"
"Automotores",2012,8,"Buenos Aires","B",64566,"06"
"Automotores",2012,8,"Catamarca","K",588,"10"
"Automotores",2012,8,"Chaco","H",2401,"22"
"Automotores",2012,8,"Chubut","U",2853,"26"
"Automotores",2012,8,"Ciudad Autónoma de Bs.As.","C",16655,"02"
"Automotores",2012,8,"Córdoba","X",20038,"14"
"Automotores",2012,8,"Corrientes","W",2559,"18"
"Automotores",2012,8,"Entre Ríos","E",6751,"30"
"Automotores",2012,8,"Formosa","P",761,"34"
"Automotores",2012,8,"Jujuy","Y",1221,"38"
"Automotores",2012,8,"La Pampa","L",2105,"42"
"Automotores",2012,8,"La Rioja","F",694,"46"
"Automotores",2012,8,"Mendoza","M",10762,"50"
"Automotores",2012,8,"Misiones","N",3129,"54"
"Automotores",2012,8,"Neuquén","Q",2498,"58"
"Automotores",2012,8,"Río Negro","R",2960,"62"
"Automotores",2012,8,"Salta","A",2106,"66"
"Automotores",2012,8,"San Juan","J",2602,"70"
"Automotores",2012,8,"San Luis","D",2079,"74"
"Automotores",2012,8,"Santa Cruz","Z",1545,"78"
"Automotores",2012,8,"Santa Fe","S",15888,"82"
"Automotores",2012,8,"Santiago del Estero","G",1102,"86"
"Automotores",2012,8,"Tierra del Fuego","V",995,"94"
"Automotores",2012,8,"Tucumán","T",2612,"90"
"Automotores",2012,9,"Buenos Aires","B",56292,"06"
"Automotores",2012,9,"Catamarca","K",581,"10"
"Automotores",2012,9,"Chaco","H",2048,"22"
"Automotores",2012,9,"Chubut","U",2685,"26"
"Automotores",2012,9,"Ciudad Autónoma de Bs.As.","C",14800,"02"
"Automotores",2012,9,"Córdoba","X",16729,"14"
"Automotores",2012,9,"Corrientes","W",2257,"18"
"Automotores",2012,9,"Entre Ríos","E",5559,"30"
"Automotores",2012,9,"Formosa","P",629,"34"
"Automotores",2012,9,"Jujuy","Y",1110,"38"
"Automotores",2012,9,"La Pampa","L",1779,"42"
"Automotores",2012,9,"La Rioja","F",606,"46"
"Automotores",2012,9,"Mendoza","M",8831,"50"
"Automotores",2012,9,"Misiones","N",2674,"54"
"Automotores",2012,9,"Neuquén","Q",2103,"58"
"Automotores",2012,9,"Río Negro","R",2387,"62"
"Automotores",2012,9,"Salta","A",1333,"66"
"Automotores",2012,9,"San Juan","J",2096,"70"
"Automotores",2012,9,"San Luis","D",1677,"74"
"Automotores",2012,9,"Santa Cruz","Z",1319,"78"
"Automotores",2012,9,"Santa Fe","S",13310,"82"
"Automotores",2012,9,"Santiago del Estero","G",865,"86"
"Automotores",2012,9,"Tierra del Fuego","V",886,"94"
"Automotores",2012,9,"Tucumán","T",2138,"90"
"Automotores",2012,10,"Buenos Aires","B",62458,"06"
"Automotores",2012,10,"Catamarca","K",582,"10"
"Automotores",2012,10,"Chaco","H",2143,"22"
"Automotores",2012,10,"Chubut","U",3075,"26"
"Automotores",2012,10,"Ciudad Autónoma de Bs.As.","C",16328,"02"
"Automotores",2012,10,"Córdoba","X",18556,"14"
"Automotores",2012,10,"Corrientes","W",2480,"18"
"Automotores",2012,10,"Entre Ríos","E",5961,"30"
"Automotores",2012,10,"Formosa","P",678,"34"
"Automotores",2012,10,"Jujuy","Y",1217,"38"
"Automotores",2012,10,"La Pampa","L",2066,"42"
"Automotores",2012,10,"La Rioja","F",634,"46"
"Automotores",2012,10,"Mendoza","M",9615,"50"
"Automotores",2012,10,"Misiones","N",2827,"54"
"Automotores",2012,10,"Neuquén","Q",2224,"58"
"Automotores",2012,10,"Río Negro","R",2755,"62"
"Automotores",2012,10,"Salta","A",1926,"66"
"Automotores",2012,10,"San Juan","J",2289,"70"
"Automotores",2012,10,"San Luis","D",1766,"74"
"Automotores",2012,10,"Santa Cruz","Z",1579,"78"
"Automotores",2012,10,"Santa Fe","S",14729,"82"
"Automotores",2012,10,"Santiago del Estero","G",986,"86"
"Automotores",2012,10,"Tierra del Fuego","V",1148,"94"
"Automotores",2012,10,"Tucumán","T",2474,"90"
"Automotores",2012,11,"Buenos Aires","B",55827,"06"
"Automotores",2012,11,"Catamarca","K",532,"10"
"Automotores",2012,11,"Chaco","H",1904,"22"
"Automotores",2012,11,"Chubut","U",2776,"26"
"Automotores",2012,11,"Ciudad Autónoma de Bs.As.","C",15166,"02"
"Automotores",2012,11,"Córdoba","X",16382,"14"
"Automotores",2012,11,"Corrientes","W",2197,"18"
"Automotores",2012,11,"Entre Ríos","E",5357,"30"
"Automotores",2012,11,"Formosa","P",566,"34"
"Automotores",2012,11,"Jujuy","Y",1075,"38"
"Automotores",2012,11,"La Pampa","L",1683,"42"
"Automotores",2012,11,"La Rioja","F",609,"46"
"Automotores",2012,11,"Mendoza","M",8012,"50"
"Automotores",2012,11,"Misiones","N",2397,"54"
"Automotores",2012,11,"Neuquén","Q",2080,"58"
"Automotores",2012,11,"Río Negro","R",2481,"62"
"Automotores",2012,11,"Salta","A",1672,"66"
"Automotores",2012,11,"San Juan","J",2109,"70"
"Automotores",2012,11,"San Luis","D",1550,"74"
"Automotores",2012,11,"Santa Cruz","Z",1788,"78"
"Automotores",2012,11,"Santa Fe","S",12519,"82"
"Automotores",2012,11,"Santiago del Estero","G",841,"86"
"Automotores",2012,11,"Tierra del Fuego","V",1103,"94"
"Automotores",2012,11,"Tucumán","T",2302,"90"
"Automotores",2012,12,"Buenos Aires","B",52042,"06"
"Automotores",2012,12,"Catamarca","K",512,"10"
"Automotores",2012,12,"Chaco","H",1702,"22"
"Automotores",2012,12,"Chubut","U",2691,"26"
"Automotores",2012,12,"Ciudad Autónoma de Bs.As.","C",15037,"02"
"Automotores",2012,12,"Córdoba","X",14626,"14"
"Automotores",2012,12,"Corrientes","W",2029,"18"
"Automotores",2012,12,"Entre Ríos","E",4790,"30"
"Automotores",2012,12,"Formosa","P",481,"34"
"Automotores",2012,12,"Jujuy","Y",984,"38"
"Automotores",2012,12,"La Pampa","L",1593,"42"
"Automotores",2012,12,"La Rioja","F",558,"46"
"Automotores",2012,12,"Mendoza","M",7877,"50"
"Automotores",2012,12,"Misiones","N",2213,"54"
"Automotores",2012,12,"Neuquén","Q",1882,"58"
"Automotores",2012,12,"Río Negro","R",2432,"62"
"Automotores",2012,12,"Salta","A",1585,"66"
"Automotores",2012,12,"San Juan","J",1894,"70"
"Automotores",2012,12,"San Luis","D",1524,"74"
"Automotores",2012,12,"Santa Cruz","Z",1854,"78"
"Automotores",2012,12,"Santa Fe","S",11648,"82"
"Automotores",2012,12,"Santiago del Estero","G",855,"86"
"Automotores",2012,12,"Tierra del Fuego","V",1151,"94"
"Automotores",2012,12,"Tucumán","T",2168,"90"
"Automotores",2013,1,"Buenos Aires","B",60246,"06"
"Automotores",2013,1,"Catamarca","K",560,"10"
"Automotores",2013,1,"Chaco","H",2097,"22"
"Automotores",2013,1,"Chubut","U",3188,"26"
"Automotores",2013,1,"Ciudad Autónoma de Bs.As.","C",16239,"02"
"Automotores",2013,1,"Córdoba","X",17239,"14"
"Automotores",2013,1,"Corrientes","W",2459,"18"
"Automotores",2013,1,"Entre Ríos","E",6017,"30"
"Automotores",2013,1,"Formosa","P",671,"34"
"Automotores",2013,1,"Jujuy","Y",1308,"38"
"Automotores",2013,1,"La Pampa","L",1907,"42"
"Automotores",2013,1,"La Rioja","F",604,"46"
"Automotores",2013,1,"Mendoza","M",8814,"50"
"Automotores",2013,1,"Misiones","N",2753,"54"
"Automotores",2013,1,"Neuquén","Q",2082,"58"
"Automotores",2013,1,"Río Negro","R",2659,"62"
"Automotores",2013,1,"Salta","A",1841,"66"
"Automotores",2013,1,"San Juan","J",2257,"70"
"Automotores",2013,1,"San Luis","D",1710,"74"
"Automotores",2013,1,"Santa Cruz","Z",1817,"78"
"Automotores",2013,1,"Santa Fe","S",13437,"82"
"Automotores",2013,1,"Santiago del Estero","G",998,"86"
"Automotores",2013,1,"Tierra del Fuego","V",916,"94"
"Automotores",2013,1,"Tucumán","T",2316,"90"
"Automotores",2013,2,"Buenos Aires","B",49299,"06"
"Automotores",2013,2,"Catamarca","K",472,"10"
"Automotores",2013,2,"Chaco","H",1756,"22"
"Automotores",2013,2,"Chubut","U",2348,"26"
"Automotores",2013,2,"Ciudad Autónoma de Bs.As.","C",12122,"02"
"Automotores",2013,2,"Córdoba","X",14367,"14"
"Automotores",2013,2,"Corrientes","W",1925,"18"
"Automotores",2013,2,"Entre Ríos","E",4970,"30"
"Automotores",2013,2,"Formosa","P",535,"34"
"Automotores",2013,2,"Jujuy","Y",1034,"38"
"Automotores",2013,2,"La Pampa","L",1704,"42"
"Automotores",2013,2,"La Rioja","F",484,"46"
"Automotores",2013,2,"Mendoza","M",7233,"50"
"Automotores",2013,2,"Misiones","N",2061,"54"
"Automotores",2013,2,"Neuquén","Q",1845,"58"
"Automotores",2013,2,"Río Negro","R",2287,"62"
"Automotores",2013,2,"Salta","A",1406,"66"
"Automotores",2013,2,"San Juan","J",1695,"70"
"Automotores",2013,2,"San Luis","D",1393,"74"
"Automotores",2013,2,"Santa Cruz","Z",1223,"78"
"Automotores",2013,2,"Santa Fe","S",11035,"82"
"Automotores",2013,2,"Santiago del Estero","G",757,"86"
"Automotores",2013,2,"Tierra del Fuego","V",670,"94"
"Automotores",2013,2,"Tucumán","T",1840,"90"
"Automotores",2013,3,"Buenos Aires","B",56391,"06"
"Automotores",2013,3,"Catamarca","K",482,"10"
"Automotores",2013,3,"Chaco","H",1854,"22"
"Automotores",2013,3,"Chubut","U",2642,"26"
"Automotores",2013,3,"Ciudad Autónoma de Bs.As.","C",14479,"02"
"Automotores",2013,3,"Córdoba","X",16458,"14"
"Automotores",2013,3,"Corrientes","W",2223,"18"
"Automotores",2013,3,"Entre Ríos","E",5718,"30"
"Automotores",2013,3,"Formosa","P",619,"34"
"Automotores",2013,3,"Jujuy","Y",1158,"38"
"Automotores",2013,3,"La Pampa","L",1869,"42"
"Automotores",2013,3,"La Rioja","F",574,"46"
"Automotores",2013,3,"Mendoza","M",8626,"50"
"Automotores",2013,3,"Misiones","N",2450,"54"
"Automotores",2013,3,"Neuquén","Q",2320,"58"
"Automotores",2013,3,"Río Negro","R",2599,"62"
"Automotores",2013,3,"Salta","A",1706,"66"
"Automotores",2013,3,"San Juan","J",2067,"70"
"Automotores",2013,3,"San Luis","D",1687,"74"
"Automotores",2013,3,"Santa Cruz","Z",1340,"78"
"Automotores",2013,3,"Santa Fe","S",12970,"82"
"Automotores",2013,3,"Santiago del Estero","G",818,"86"
"Automotores",2013,3,"Tierra del Fuego","V",809,"94"
"Automotores",2013,3,"Tucumán","T",2163,"90"
"Automotores",2013,4,"Buenos Aires","B",56840,"06"
"Automotores",2013,4,"Catamarca","K",622,"10"
"Automotores",2013,4,"Chaco","H",2023,"22"
"Automotores",2013,4,"Chubut","U",2722,"26"
"Automotores",2013,4,"Ciudad Autónoma de Bs.As.","C",15310,"02"
"Automotores",2013,4,"Córdoba","X",18245,"14"
"Automotores",2013,4,"Corrientes","W",2355,"18"
