"tipo_vehiculo","anio_transferencia","mes_transferencia","provincia_transferencia","letra_provincia_transferencia","cantidad_transferencias","provincia_id"
"Automotores",2004,1,"Misiones","N",1147,"54"
"Automotores",2004,1,"Neuquén","Q",840,"58"
"Automotores",2004,1,"Río Negro","R",922,"62"
"Automotores",2004,1,"Salta","A",817,"66"
"Automotores",2004,1,"San Juan","J",885,"70"
"Automotores",2004,1,"San Luis","D",509,"74"
"Automotores",2004,1,"Santa Cruz","Z",471,"78"
"Automotores",2004,1,"Santa Fe","S",8211,"82"
"Automotores",2004,1,"Santiago del Estero","G",418,"86"
"Automotores",2004,1,"Tierra del Fuego","V",475,"94"
"Automotores",2004,1,"Tucumán","T",1146,"90"
"Automotores",2004,2,"Buenos Aires","B",21761,"06"
"Automotores",2004,2,"Catamarca","K",208,"10"
"Automotores",2004,2,"Chaco","H",906,"22"
"Automotores",2004,2,"Chubut","U",1041,"26"
"Automotores",2004,2,"Ciudad Autónoma de Bs.As.","C",9594,"02"
"Automotores",2004,2,"Córdoba","X",9422,"14"
"Automotores",2004,2,"Corrientes","W",798,"18"
"Automotores",2004,2,"Entre Ríos","E",2486,"30"
"Automotores",2004,2,"Formosa","P",223,"34"
"Automotores",2004,2,"Jujuy","Y",497,"38"
"Automotores",2004,2,"La Pampa","L",678,"42"
"Automotores",2004,2,"La Rioja","F",245,"46"
"Automotores",2004,2,"Mendoza","M",5081,"50"
"Automotores",2004,2,"Misiones","N",969,"54"
"Automotores",2004,2,"Neuquén","Q",708,"58"
"Automotores",2004,2,"Río Negro","R",869,"62"
"Automotores",2004,2,"Salta","A",770,"66"
"Automotores",2004,2,"San Juan","J",790,"70"
"Automotores",2004,2,"San Luis","D",441,"74"
"Automotores",2004,2,"Santa Cruz","Z",457,"78"
"Automotores",2004,2,"Santa Fe","S",7508,"82"
"Automotores",2004,2,"Santiago del Estero","G",371,"86"
"Automotores",2004,2,"Tierra del Fuego","V",335,"94"
"Automotores",2004,2,"Tucumán","T",907,"90"
"Automotores",2004,3,"Buenos Aires","B",26699,"06"
"Automotores",2004,3,"Catamarca","K",219,"10"
"Automotores",2004,3,"Chaco","H",1074,"22"
"Automotores",2004,3,"Chubut","U",1303,"26"
"Automotores",2004,3,"Ciudad Autónoma de Bs.As.","C",11749,"02"
"Automotores",2004,3,"Córdoba","X",11365,"14"
"Automotores",2004,3,"Corrientes","W",912,"18"
"Automotores",2004,3,"Entre Ríos","E",2911,"30"
"Automotores",2004,3,"Formosa","P",248,"34"
"Automotores",2004,3,"Jujuy","Y",734,"38"
"Automotores",2004,3,"La Pampa","L",780,"42"
"Automotores",2004,3,"La Rioja","F",291,"46"
"Automotores",2004,3,"Mendoza","M",6211,"50"
"Automotores",2004,3,"Misiones","N",1226,"54"
"Automotores",2004,3,"Neuquén","Q",929,"58"
"Automotores",2004,3,"Río Negro","R",1083,"62"
"Automotores",2004,3,"Salta","A",893,"66"
"Automotores",2004,3,"San Juan","J",959,"70"
"Automotores",2004,3,"San Luis","D",554,"74"
"Automotores",2004,3,"Santa Cruz","Z",482,"78"
"Automotores",2004,3,"Santa Fe","S",8724,"82"
"Automotores",2004,3,"Santiago del Estero","G",453,"86"
"Automotores",2004,3,"Tierra del Fuego","V",423,"94"
"Automotores",2004,3,"Tucumán","T",1076,"90"
"Automotores",2004,4,"Buenos Aires","B",23598,"06"
"Automotores",2004,4,"Catamarca","K",207,"10"
"Automotores",2004,4,"Chaco","H",982,"22"
"Automotores",2004,4,"Chubut","U",1120,"26"
"Automotores",2004,4,"Ciudad Autónoma de Bs.As.","C",9897,"02"
"Automotores",2004,4,"Córdoba","X",9677,"14"
"Automotores",2004,4,"Corrientes","W",711,"18"
"Automotores",2004,4,"Entre Ríos","E",2487,"30"
"Automotores",2004,4,"Formosa","P",252,"34"
"Automotores",2004,4,"Jujuy","Y",694,"38"
"Automotores",2004,4,"La Pampa","L",743,"42"
"Automotores",2004,4,"La Rioja","F",260,"46"
"Automotores",2004,4,"Mendoza","M",5830,"50"
"Automotores",2004,4,"Misiones","N",1034,"54"
"Automotores",2004,4,"Neuquén","Q",807,"58"
"Automotores",2004,4,"Río Negro","R",986,"62"
"Automotores",2004,4,"Salta","A",799,"66"
"Automotores",2004,4,"San Juan","J",919,"70"
"Automotores",2004,4,"San Luis","D",442,"74"
"Automotores",2004,4,"Santa Cruz","Z",468,"78"
"Automotores",2004,4,"Santa Fe","S",7305,"82"
"Automotores",2004,4,"Santiago del Estero","G",334,"86"
"Automotores",2004,4,"Tierra del Fuego","V",370,"94"
"Automotores",2004,4,"Tucumán","T",912,"90"
"Automotores",2004,5,"Buenos Aires","B",23968,"06"
"Automotores",2004,5,"Catamarca","K",209,"10"
"Automotores",2004,5,"Chaco","H",913,"22"
"Automotores",2004,5,"Chubut","U",1172,"26"
"Automotores",2004,5,"Ciudad Autónoma de Bs.As.","C",10151,"02"
"Automotores",2004,5,"Córdoba","X",9384,"14"
"Automotores",2004,5,"Corrientes","W",791,"18"
"Automotores",2004,5,"Entre Ríos","E",2595,"30"
"Automotores",2004,5,"Formosa","P",245,"34"
"Automotores",2004,5,"Jujuy","Y",566,"38"
"Automotores",2004,5,"La Pampa","L",714,"42"
"Automotores",2004,5,"La Rioja","F",200,"46"
"Automotores",2004,5,"Mendoza","M",5651,"50"
"Automotores",2004,5,"Misiones","N",1174,"54"
"Automotores",2004,5,"Neuquén","Q",824,"58"
"Automotores",2004,5,"Río Negro","R",953,"62"
"Automotores",2004,5,"Salta","A",733,"66"
"Automotores",2004,5,"San Juan","J",805,"70"
"Automotores",2004,5,"San Luis","D",404,"74"
"Automotores",2004,5,"Santa Cruz","Z",462,"78"
"Automotores",2004,5,"Santa Fe","S",7593,"82"
"Automotores",2004,5,"Santiago del Estero","G",337,"86"
"Automotores",2004,5,"Tierra del Fuego","V",382,"94"
"Automotores",2004,5,"Tucumán","T",931,"90"
"Automotores",2004,6,"Buenos Aires","B",24824,"06"
"Automotores",2004,6,"Catamarca","K",210,"10"
"Automotores",2004,6,"Chaco","H",994,"22"
"Automotores",2004,6,"Chubut","U",1143,"26"
"Automotores",2004,6,"Ciudad Autónoma de Bs.As.","C",10592,"02"
"Automotores",2004,6,"Córdoba","X",10168,"14"
"Automotores",2004,6,"Corrientes","W",845,"18"
"Automotores",2004,6,"Entre Ríos","E",2756,"30"
"Automotores",2004,6,"Formosa","P",233,"34"
"Automotores",2004,6,"Jujuy","Y",601,"38"
"Automotores",2004,6,"La Pampa","L",837,"42"
"Automotores",2004,6,"La Rioja","F",257,"46"
"Automotores",2004,6,"Mendoza","M",5738,"50"
"Automotores",2004,6,"Misiones","N",1234,"54"
"Automotores",2004,6,"Neuquén","Q",887,"58"
"Automotores",2004,6,"Río Negro","R",968,"62"
"Automotores",2004,6,"Salta","A",875,"66"
"Automotores",2004,6,"San Juan","J",875,"70"
"Automotores",2004,6,"San Luis","D",462,"74"
"Automotores",2004,6,"Santa Cruz","Z",487,"78"
"Automotores",2004,6,"Santa Fe","S",8356,"82"
"Automotores",2004,6,"Santiago del Estero","G",341,"86"
"Automotores",2004,6,"Tierra del Fuego","V",357,"94"
"Automotores",2004,6,"Tucumán","T",1106,"90"
"Automotores",2004,7,"Buenos Aires","B",27423,"06"
"Automotores",2004,7,"Catamarca","K",236,"10"
"Automotores",2004,7,"Chaco","H",1090,"22"
"Automotores",2004,7,"Chubut","U",1161,"26"
"Automotores",2004,7,"Ciudad Autónoma de Bs.As.","C",10947,"02"
"Automotores",2004,7,"Córdoba","X",10933,"14"
"Automotores",2004,7,"Corrientes","W",865,"18"
"Automotores",2004,7,"Entre Ríos","E",2946,"30"
"Automotores",2004,7,"Formosa","P",247,"34"
"Automotores",2004,7,"Jujuy","Y",634,"38"
"Automotores",2004,7,"La Pampa","L",821,"42"
"Automotores",2004,7,"La Rioja","F",246,"46"
"Automotores",2004,7,"Mendoza","M",6099,"50"
"Automotores",2004,7,"Misiones","N",1336,"54"
"Automotores",2004,7,"Neuquén","Q",896,"58"
"Automotores",2004,7,"Río Negro","R",977,"62"
"Automotores",2004,7,"Salta","A",873,"66"
"Automotores",2004,7,"San Juan","J",850,"70"
"Automotores",2004,7,"San Luis","D",478,"74"
"Automotores",2004,7,"Santa Cruz","Z",509,"78"
"Automotores",2004,7,"Santa Fe","S",8662,"82"
"Automotores",2004,7,"Santiago del Estero","G",352,"86"
"Automotores",2004,7,"Tierra del Fuego","V",378,"94"
"Automotores",2004,7,"Tucumán","T",1213,"90"
"Automotores",2004,8,"Buenos Aires","B",29848,"06"
"Automotores",2004,8,"Catamarca","K",242,"10"
"Automotores",2004,8,"Chaco","H",938,"22"
"Automotores",2004,8,"Chubut","U",1192,"26"
"Automotores",2004,8,"Ciudad Autónoma de Bs.As.","C",11291,"02"
"Automotores",2004,8,"Córdoba","X",10983,"14"
"Automotores",2004,8,"Corrientes","W",847,"18"
"Automotores",2004,8,"Entre Ríos","E",2831,"30"
"Automotores",2004,8,"Formosa","P",285,"34"
"Automotores",2004,8,"Jujuy","Y",629,"38"
"Automotores",2004,8,"La Pampa","L",764,"42"
"Automotores",2004,8,"La Rioja","F",272,"46"
"Automotores",2004,8,"Mendoza","M",5941,"50"
"Automotores",2004,8,"Misiones","N",1273,"54"
"Automotores",2004,8,"Neuquén","Q",900,"58"
"Automotores",2004,8,"Río Negro","R",990,"62"
"Automotores",2004,8,"Salta","A",855,"66"
"Automotores",2004,8,"San Juan","J",820,"70"
"Automotores",2004,8,"San Luis","D",555,"74"
"Automotores",2004,8,"Santa Cruz","Z",519,"78"
"Automotores",2004,8,"Santa Fe","S",8888,"82"
"Automotores",2004,8,"Santiago del Estero","G",367,"86"
"Automotores",2004,8,"Tierra del Fuego","V",358,"94"
"Automotores",2004,8,"Tucumán","T",1222,"90"
"Automotores",2004,9,"Buenos Aires","B",29228,"06"
"Automotores",2004,9,"Catamarca","K",257,"10"
"Automotores",2004,9,"Chaco","H",1023,"22"
"Automotores",2004,9,"Chubut","U",1255,"26"
"Automotores",2004,9,"Ciudad Autónoma de Bs.As.","C",11897,"02"
"Automotores",2004,9,"Córdoba","X",11428,"14"
"Automotores",2004,9,"Corrientes","W",817,"18"
"Automotores",2004,9,"Entre Ríos","E",2915,"30"
"Automotores",2004,9,"Formosa","P",270,"34"
"Automotores",2004,9,"Jujuy","Y",651,"38"
"Automotores",2004,9,"La Pampa","L",848,"42"
"Automotores",2004,9,"La Rioja","F",240,"46"
"Automotores",2004,9,"Mendoza","M",6053,"50"
"Automotores",2004,9,"Misiones","N",1241,"54"
"Automotores",2004,9,"Neuquén","Q",950,"58"
"Automotores",2004,9,"Río Negro","R",1054,"62"
"Automotores",2004,9,"Salta","A",803,"66"
"Automotores",2004,9,"San Juan","J",924,"70"
"Automotores",2004,9,"San Luis","D",572,"74"
"Automotores",2004,9,"Santa Cruz","Z",537,"78"
"Automotores",2004,9,"Santa Fe","S",8889,"82"
"Automotores",2004,9,"Santiago del Estero","G",373,"86"
"Automotores",2004,9,"Tierra del Fuego","V",366,"94"
"Automotores",2004,9,"Tucumán","T",1170,"90"
"Automotores",2004,10,"Buenos Aires","B",27047,"06"
"Automotores",2004,10,"Catamarca","K",222,"10"
"Automotores",2004,10,"Chaco","H",853,"22"
"Automotores",2004,10,"Chubut","U",1137,"26"
"Automotores",2004,10,"Ciudad Autónoma de Bs.As.","C",10995,"02"
"Automotores",2004,10,"Córdoba","X",10242,"14"
"Automotores",2004,10,"Corrientes","W",854,"18"
"Automotores",2004,10,"Entre Ríos","E",2712,"30"
"Automotores",2004,10,"Formosa","P",249,"34"
"Automotores",2004,10,"Jujuy","Y",558,"38"
"Automotores",2004,10,"La Pampa","L",804,"42"
"Automotores",2004,10,"La Rioja","F",233,"46"
"Automotores",2004,10,"Mendoza","M",5258,"50"
"Automotores",2004,10,"Misiones","N",1005,"54"
"Automotores",2004,10,"Neuquén","Q",800,"58"
"Automotores",2004,10,"Río Negro","R",996,"62"
"Automotores",2004,10,"Salta","A",845,"66"
"Automotores",2004,10,"San Juan","J",782,"70"
"Automotores",2004,10,"San Luis","D",490,"74"
"Automotores",2004,10,"Santa Cruz","Z",431,"78"
"Automotores",2004,10,"Santa Fe","S",7705,"82"
"Automotores",2004,10,"Santiago del Estero","G",310,"86"
"Automotores",2004,10,"Tierra del Fuego","V",324,"94"
"Automotores",2004,10,"Tucumán","T",1120,"90"
"Automotores",2004,11,"Buenos Aires","B",30062,"06"
"Automotores",2004,11,"Catamarca","K",238,"10"
"Automotores",2004,11,"Chaco","H",894,"22"
"Automotores",2004,11,"Chubut","U",1339,"26"
"Automotores",2004,11,"Ciudad Autónoma de Bs.As.","C",12184,"02"
"Automotores",2004,11,"Córdoba","X",10734,"14"
"Automotores",2004,11,"Corrientes","W",910,"18"
"Automotores",2004,11,"Entre Ríos","E",2959,"30"
"Automotores",2004,11,"Formosa","P",275,"34"
"Automotores",2004,11,"Jujuy","Y",564,"38"
"Automotores",2004,11,"La Pampa","L",901,"42"
"Automotores",2004,11,"La Rioja","F",225,"46"
"Automotores",2004,11,"Mendoza","M",5742,"50"
"Automotores",2004,11,"Misiones","N",1225,"54"
"Automotores",2004,11,"Neuquén","Q",970,"58"
"Automotores",2004,11,"Río Negro","R",1155,"62"
"Automotores",2004,11,"Salta","A",859,"66"
"Automotores",2004,11,"San Juan","J",799,"70"
"Automotores",2004,11,"San Luis","D",596,"74"
"Automotores",2004,11,"Santa Cruz","Z",583,"78"
"Automotores",2004,11,"Santa Fe","S",8360,"82"
"Automotores",2004,11,"Santiago del Estero","G",336,"86"
"Automotores",2004,11,"Tierra del Fuego","V",456,"94"
"Automotores",2004,11,"Tucumán","T",1163,"90"
"Automotores",2004,12,"Buenos Aires","B",29758,"06"
"Automotores",2004,12,"Catamarca","K",249,"10"
"Automotores",2004,12,"Chaco","H",902,"22"
"Automotores",2004,12,"Chubut","U",1369,"26"
"Automotores",2004,12,"Ciudad Autónoma de Bs.As.","C",12121,"02"
"Automotores",2004,12,"Córdoba","X",10474,"14"
"Automotores",2004,12,"Corrientes","W",907,"18"
"Automotores",2004,12,"Entre Ríos","E",2897,"30"
"Automotores",2004,12,"Formosa","P",309,"34"
"Automotores",2004,12,"Jujuy","Y",646,"38"
"Automotores",2004,12,"La Pampa","L",890,"42"
"Automotores",2004,12,"La Rioja","F",303,"46"
"Automotores",2004,12,"Mendoza","M",5373,"50"
"Automotores",2004,12,"Misiones","N",1287,"54"
"Automotores",2004,12,"Neuquén","Q",1029,"58"
"Automotores",2004,12,"Río Negro","R",1186,"62"
"Automotores",2004,12,"Salta","A",824,"66"
"Automotores",2004,12,"San Juan","J",854,"70"
"Automotores",2004,12,"San Luis","D",553,"74"
"Automotores",2004,12,"Santa Cruz","Z",641,"78"
"Automotores",2004,12,"Santa Fe","S",8325,"82"
"Automotores",2004,12,"Santiago del Estero","G",375,"86"
"Automotores",2004,12,"Tierra del Fuego","V",617,"94"
"Automotores",2004,12,"Tucumán","T",1095,"90"
"Automotores",2005,1,"Buenos Aires","B",28188,"06"
"Automotores",2005,1,"Catamarca","K",211,"10"
"Automotores",2005,1,"Chaco","H",869,"22"
"Automotores",2005,1,"Chubut","U",1374,"26"
"Automotores",2005,1,"Ciudad Autónoma de Bs.As.","C",10925,"02"
"Automotores",2005,1,"Córdoba","X",9921,"14"
"Automotores",2005,1,"Corrientes","W",912,"18"
"Automotores",2005,1,"Entre Ríos","E",2709,"30"
"Automotores",2005,1,"Formosa","P",283,"34"
"Automotores",2005,1,"Jujuy","Y",613,"38"
"Automotores",2005,1,"La Pampa","L",850,"42"
"Automotores",2005,1,"La Rioja","F",280,"46"
"Automotores",2005,1,"Mendoza","M",5292,"50"
"Automotores",2005,1,"Misiones","N",1160,"54"
"Automotores",2005,1,"Neuquén","Q",1028,"58"
"Automotores",2005,1,"Río Negro","R",1012,"62"
"Automotores",2005,1,"Salta","A",886,"66"
"Automotores",2005,1,"San Juan","J",845,"70"
"Automotores",2005,1,"San Luis","D",537,"74"
"Automotores",2005,1,"Santa Cruz","Z",542,"78"
"Automotores",2005,1,"Santa Fe","S",7653,"82"
"Automotores",2005,1,"Santiago del Estero","G",348,"86"
"Automotores",2005,1,"Tierra del Fuego","V",482,"94"
"Automotores",2005,1,"Tucumán","T",963,"90"
"Automotores",2005,2,"Buenos Aires","B",26849,"06"
"Automotores",2005,2,"Catamarca","K",193,"10"
"Automotores",2005,2,"Chaco","H",923,"22"
"Automotores",2005,2,"Chubut","U",1340,"26"
"Automotores",2005,2,"Ciudad Autónoma de Bs.As.","C",9883,"02"
"Automotores",2005,2,"Córdoba","X",10103,"14"
"Automotores",2005,2,"Corrientes","W",886,"18"
"Automotores",2005,2,"Entre Ríos","E",2655,"30"
"Automotores",2005,2,"Formosa","P",292,"34"
"Automotores",2005,2,"Jujuy","Y",545,"38"
"Automotores",2005,2,"La Pampa","L",799,"42"
"Automotores",2005,2,"La Rioja","F",248,"46"
"Automotores",2005,2,"Mendoza","M",5208,"50"
"Automotores",2005,2,"Misiones","N",1070,"54"
"Automotores",2005,2,"Neuquén","Q",962,"58"
"Automotores",2005,2,"Río Negro","R",1082,"62"
"Automotores",2005,2,"Salta","A",861,"66"
"Automotores",2005,2,"San Juan","J",788,"70"
"Automotores",2005,2,"San Luis","D",540,"74"
"Automotores",2005,2,"Santa Cruz","Z",575,"78"
"Automotores",2005,2,"Santa Fe","S",7413,"82"
"Automotores",2005,2,"Santiago del Estero","G",379,"86"
"Automotores",2005,2,"Tierra del Fuego","V",366,"94"
"Automotores",2005,2,"Tucumán","T",903,"90"
"Automotores",2005,3,"Buenos Aires","B",28422,"06"
"Automotores",2005,3,"Catamarca","K",226,"10"
"Automotores",2005,3,"Chaco","H",1038,"22"
"Automotores",2005,3,"Chubut","U",1409,"26"
"Automotores",2005,3,"Ciudad Autónoma de Bs.As.","C",11166,"02"
"Automotores",2005,3,"Córdoba","X",11559,"14"
"Automotores",2005,3,"Corrientes","W",947,"18"
"Automotores",2005,3,"Entre Ríos","E",2924,"30"
"Automotores",2005,3,"Formosa","P",302,"34"
"Automotores",2005,3,"Jujuy","Y",643,"38"
"Automotores",2005,3,"La Pampa","L",832,"42"
"Automotores",2005,3,"La Rioja","F",310,"46"
"Automotores",2005,3,"Mendoza","M",5745,"50"
"Automotores",2005,3,"Misiones","N",1061,"54"
"Automotores",2005,3,"Neuquén","Q",1029,"58"
"Automotores",2005,3,"Río Negro","R",1135,"62"
"Automotores",2005,3,"Salta","A",935,"66"
"Automotores",2005,3,"San Juan","J",916,"70"
"Automotores",2005,3,"San Luis","D",573,"74"
"Automotores",2005,3,"Santa Cruz","Z",577,"78"
"Automotores",2005,3,"Santa Fe","S",7912,"82"
"Automotores",2005,3,"Santiago del Estero","G",359,"86"
"Automotores",2005,3,"Tierra del Fuego","V",397,"94"
"Automotores",2005,3,"Tucumán","T",997,"90"
"Automotores",2005,4,"Buenos Aires","B",29260,"06"
"Automotores",2005,4,"Catamarca","K",255,"10"
"Automotores",2005,4,"Chaco","H",952,"22"
"Automotores",2005,4,"Chubut","U",1432,"26"
"Automotores",2005,4,"Ciudad Autónoma de Bs.As.","C",11849,"02"
"Automotores",2005,4,"Córdoba","X",11348,"14"
"Automotores",2005,4,"Corrientes","W",920,"18"
"Automotores",2005,4,"Entre Ríos","E",2890,"30"
"Automotores",2005,4,"Formosa","P",294,"34"
"Automotores",2005,4,"Jujuy","Y",649,"38"
"Automotores",2005,4,"La Pampa","L",896,"42"
"Automotores",2005,4,"La Rioja","F",307,"46"
"Automotores",2005,4,"Mendoza","M",6056,"50"
"Automotores",2005,4,"Misiones","N",1160,"54"
"Automotores",2005,4,"Neuquén","Q",1048,"58"
"Automotores",2005,4,"Río Negro","R",1175,"62"
"Automotores",2005,4,"Salta","A",936,"66"
"Automotores",2005,4,"San Juan","J",882,"70"
"Automotores",2005,4,"San Luis","D",586,"74"
"Automotores",2005,4,"Santa Cruz","Z",538,"78"
"Automotores",2005,4,"Santa Fe","S",7991,"82"
"Automotores",2005,4,"Santiago del Estero","G",338,"86"
"Automotores",2005,4,"Tierra del Fuego","V",399,"94"
"Automotores",2005,4,"Tucumán","T",1014,"90"
"Automotores",2005,5,"Buenos Aires","B",31552,"06"
"Automotores",2005,5,"Catamarca","K",246,"10"
"Automotores",2005,5,"Chaco","H",1024,"22"
"Automotores",2005,5,"Chubut","U",1338,"26"
"Automotores",2005,5,"Ciudad Autónoma de Bs.As.","C",12553,"02"
"Automotores",2005,5,"Córdoba","X",11990,"14"
"Automotores",2005,5,"Corrientes","W",980,"18"
"Automotores",2005,5,"Entre Ríos","E",3018,"30"
"Automotores",2005,5,"Formosa","P",325,"34"
"Automotores",2005,5,"Jujuy","Y",683,"38"
"Automotores",2005,5,"La Pampa","L",913,"42"
"Automotores",2005,5,"La Rioja","F",310,"46"
"Automotores",2005,5,"Mendoza","M",6288,"50"
"Automotores",2005,5,"Misiones","N",1284,"54"
"Automotores",2005,5,"Neuquén","Q",1016,"58"
"Automotores",2005,5,"Río Negro","R",1117,"62"
"Automotores",2005,5,"Salta","A",809,"66"
"Automotores",2005,5,"San Juan","J",963,"70"
"Automotores",2005,5,"San Luis","D",549,"74"
"Automotores",2005,5,"Santa Cruz","Z",598,"78"
"Automotores",2005,5,"Santa Fe","S",8841,"82"
"Automotores",2005,5,"Santiago del Estero","G",428,"86"
"Automotores",2005,5,"Tierra del Fuego","V",404,"94"
"Automotores",2005,5,"Tucumán","T",981,"90"
"Automotores",2005,6,"Buenos Aires","B",30796,"06"
"Automotores",2005,6,"Catamarca","K",215,"10"
"Automotores",2005,6,"Chaco","H",987,"22"
"Automotores",2005,6,"Chubut","U",1280,"26"
"Automotores",2005,6,"Ciudad Autónoma de Bs.As.","C",11906,"02"
"Automotores",2005,6,"Córdoba","X",11986,"14"
"Automotores",2005,6,"Corrientes","W",980,"18"
"Automotores",2005,6,"Entre Ríos","E",3004,"30"
"Automotores",2005,6,"Formosa","P",301,"34"
"Automotores",2005,6,"Jujuy","Y",665,"38"
"Automotores",2005,6,"La Pampa","L",922,"42"
"Automotores",2005,6,"La Rioja","F",309,"46"
"Automotores",2005,6,"Mendoza","M",5998,"50"
"Automotores",2005,6,"Misiones","N",1291,"54"
"Automotores",2005,6,"Neuquén","Q",960,"58"
"Automotores",2005,6,"Río Negro","R",1082,"62"
"Automotores",2005,6,"Salta","A",872,"66"
"Automotores",2005,6,"San Juan","J",899,"70"
"Automotores",2005,6,"San Luis","D",559,"74"
"Automotores",2005,6,"Santa Cruz","Z",511,"78"
"Automotores",2005,6,"Santa Fe","S",9082,"82"
"Automotores",2005,6,"Santiago del Estero","G",384,"86"
"Automotores",2005,6,"Tierra del Fuego","V",370,"94"
"Automotores",2005,6,"Tucumán","T",1130,"90"
"Automotores",2005,7,"Buenos Aires","B",31886,"06"
"Automotores",2005,7,"Catamarca","K",221,"10"
"Automotores",2005,7,"Chaco","H",1009,"22"
"Automotores",2005,7,"Chubut","U",1416,"26"
"Automotores",2005,7,"Ciudad Autónoma de Bs.As.","C",12357,"02"
"Automotores",2005,7,"Córdoba","X",11854,"14"
"Automotores",2005,7,"Corrientes","W",984,"18"
"Automotores",2005,7,"Entre Ríos","E",3142,"30"
"Automotores",2005,7,"Formosa","P",344,"34"
"Automotores",2005,7,"Jujuy","Y",704,"38"
"Automotores",2005,7,"La Pampa","L",986,"42"
"Automotores",2005,7,"La Rioja","F",325,"46"
"Automotores",2005,7,"Mendoza","M",5768,"50"
"Automotores",2005,7,"Misiones","N",1416,"54"
"Automotores",2005,7,"Neuquén","Q",935,"58"
"Automotores",2005,7,"Río Negro","R",1184,"62"
"Automotores",2005,7,"Salta","A",944,"66"
"Automotores",2005,7,"San Juan","J",1020,"70"
"Automotores",2005,7,"San Luis","D",688,"74"
"Automotores",2005,7,"Santa Cruz","Z",598,"78"
"Automotores",2005,7,"Santa Fe","S",9304,"82"
"Automotores",2005,7,"Santiago del Estero","G",364,"86"
"Automotores",2005,7,"Tierra del Fuego","V",380,"94"
"Automotores",2005,7,"Tucumán","T",1097,"90"
"Automotores",2005,8,"Buenos Aires","B",33714,"06"
"Automotores",2005,8,"Catamarca","K",281,"10"
"Automotores",2005,8,"Chaco","H",1197,"22"
"Automotores",2005,8,"Chubut","U",1455,"26"
"Automotores",2005,8,"Ciudad Autónoma de Bs.As.","C",12821,"02"
"Automotores",2005,8,"Córdoba","X",13234,"14"
"Automotores",2005,8,"Corrientes","W",1061,"18"
"Automotores",2005,8,"Entre Ríos","E",3501,"30"
"Automotores",2005,8,"Formosa","P",362,"34"
"Automotores",2005,8,"Jujuy","Y",650,"38"
"Automotores",2005,8,"La Pampa","L",970,"42"
"Automotores",2005,8,"La Rioja","F",312,"46"
"Automotores",2005,8,"Mendoza","M",6435,"50"
"Automotores",2005,8,"Misiones","N",1394,"54"
"Automotores",2005,8,"Neuquén","Q",1161,"58"
"Automotores",2005,8,"Río Negro","R",1219,"62"
"Automotores",2005,8,"Salta","A",1019,"66"
"Automotores",2005,8,"San Juan","J",1005,"70"
"Automotores",2005,8,"San Luis","D",691,"74"
"Automotores",2005,8,"Santa Cruz","Z",602,"78"
"Automotores",2005,8,"Santa Fe","S",10113,"82"
"Automotores",2005,8,"Santiago del Estero","G",415,"86"
"Automotores",2005,8,"Tierra del Fuego","V",459,"94"
"Automotores",2005,8,"Tucumán","T",1281,"90"
"Automotores",2005,9,"Buenos Aires","B",34482,"06"
"Automotores",2005,9,"Catamarca","K",273,"10"
"Automotores",2005,9,"Chaco","H",1136,"22"
"Automotores",2005,9,"Chubut","U",1523,"26"
"Automotores",2005,9,"Ciudad Autónoma de Bs.As.","C",13620,"02"
"Automotores",2005,9,"Córdoba","X",12575,"14"
"Automotores",2005,9,"Corrientes","W",1010,"18"
"Automotores",2005,9,"Entre Ríos","E",3284,"30"
"Automotores",2005,9,"Formosa","P",374,"34"
"Automotores",2005,9,"Jujuy","Y",651,"38"
"Automotores",2005,9,"La Pampa","L",1087,"42"
"Automotores",2005,9,"La Rioja","F",325,"46"
"Automotores",2005,9,"Mendoza","M",5927,"50"
"Automotores",2005,9,"Misiones","N",1418,"54"
"Automotores",2005,9,"Neuquén","Q",1098,"58"
"Automotores",2005,9,"Río Negro","R",1198,"62"
"Automotores",2005,9,"Salta","A",894,"66"
"Automotores",2005,9,"San Juan","J",1052,"70"
"Automotores",2005,9,"San Luis","D",750,"74"
"Automotores",2005,9,"Santa Cruz","Z",694,"78"
"Automotores",2005,9,"Santa Fe","S",10045,"82"
"Automotores",2005,9,"Santiago del Estero","G",424,"86"
"Automotores",2005,9,"Tierra del Fuego","V",508,"94"
"Automotores",2005,9,"Tucumán","T",1282,"90"
"Automotores",2005,10,"Buenos Aires","B",31607,"06"
"Automotores",2005,10,"Catamarca","K",258,"10"
"Automotores",2005,10,"Chaco","H",955,"22"
"Automotores",2005,10,"Chubut","U",1244,"26"
"Automotores",2005,10,"Ciudad Autónoma de Bs.As.","C",11947,"02"
"Automotores",2005,10,"Córdoba","X",11839,"14"
"Automotores",2005,10,"Corrientes","W",982,"18"
"Automotores",2005,10,"Entre Ríos","E",2972,"30"
"Automotores",2005,10,"Formosa","P",286,"34"
"Automotores",2005,10,"Jujuy","Y",621,"38"
"Automotores",2005,10,"La Pampa","L",941,"42"
"Automotores",2005,10,"La Rioja","F",287,"46"
"Automotores",2005,10,"Mendoza","M",5357,"50"
"Automotores",2005,10,"Misiones","N",1248,"54"
"Automotores",2005,10,"Neuquén","Q",1033,"58"
"Automotores",2005,10,"Río Negro","R",1240,"62"
"Automotores",2005,10,"Salta","A",892,"66"
"Automotores",2005,10,"San Juan","J",1001,"70"
"Automotores",2005,10,"San Luis","D",703,"74"
